Issue Type,Issue key,Issue id,Summary,Components,Components,Components,Priority,Status,Resolution,Created,Updated,Due date,Description
Task,TGTM-1280,18060,Build the trust/compliance KPI dashboard,Analytics & Reporting,,,Medium,To Do,,01/Jul/26 9:42 AM,01/Jul/26 3:18 PM,,"Hierarchy/context:
Epic: TGTM-16 - Build KPI dashboard and reporting cadence
Parent story: TGTM-163 - Build trust/compliance KPI dashboard
Issue: TGTM-1280 - Build the trust/compliance KPI dashboard

Original intent:
Create the dashboard view that presents the trust/compliance KPIs in a clear format with trends, current values, and status against target or threshold where available.

How we are doing this:
Build this as a BI-ready dashboard layer: confirm the business questions, design KPI cards and trend views, map each visualization to a metric definition, connect the view to a clean staging table, add filters for date/source/cohort/owner where relevant, and include a section for status, commentary, and next actions.

Preliminary solution:
Use a lightweight analytics architecture for Trust and compliance KPI dashboard: source systems/events -> staging table -> KPI calculation layer -> dashboard/reporting view -> weekly review/action log. The first version should be a dashboard page with KPI cards, trend lines, target-vs-actual status, filters, a drill-down table, and a commentary/action section.

Implementation notes:
- Keep the work tied to the parent story output rather than producing a standalone document.
- Capture the metric owner, source owner, refresh cadence, calculation logic, assumptions, and unresolved gaps directly in the artifact.
- Where this task affects dashboarding, separate raw inputs, transformed KPI logic, and presentation-layer decisions.
- Where this task affects cadence or commentary, make the output usable in the weekly KPI review without additional explanation.

Dependencies/data inputs:
Primary inputs/dependencies: KYC provider reports, compliance review logs, support/ticketing system, disclosure acknowledgement events, payment processor data, partner due-diligence tracker, and regulatory-status register. Related metrics: compliance review turnaround, rejected KYC, risk acknowledgement completion, complaints, support response time, disclosure completion, failed payments, partner due diligence, claims approval, and regulatory-status verification cadence.

Acceptance criteria:
- Output is aligned to the Trust and compliance KPI dashboard workstream and references the correct parent context.
- Metric definitions, data inputs, owners, refresh cadence, and assumptions are documented clearly enough for another team member to reproduce the output.
- Preliminary solution is reviewed against at least one realistic data sample or business scenario and gaps are logged as follow-up actions.
- The resulting artifact can feed the dashboard, reporting cadence, or funnel instrumentation without requiring a separate interpretation document."
Task,TGTM-1279,18057,Baseline current trust/compliance performance against the KPIs,Analytics & Reporting,,,Medium,To Do,,01/Jul/26 9:42 AM,01/Jul/26 3:18 PM,,"Hierarchy/context:
Epic: TGTM-16 - Build KPI dashboard and reporting cadence
Parent story: TGTM-163 - Build trust/compliance KPI dashboard
Issue: TGTM-1279 - Baseline current trust/compliance performance against the KPIs

Original intent:
Capture the current state for each metric so future reporting can show movement from baseline and highlight priority gaps.

How we are doing this:
Establish the starting point by pulling the latest reliable historical period, calculating actuals using the approved KPI formulas, comparing actuals to target ranges, and marking the largest gaps, risks, and improvement priorities.

Preliminary solution:
Use a lightweight analytics architecture for Trust and compliance KPI dashboard: source systems/events -> staging table -> KPI calculation layer -> dashboard/reporting view -> weekly review/action log. The first version should be a KPI dictionary with formulas, source fields, target ranges, thresholds, and owner sign-off.

Implementation notes:
- Keep the work tied to the parent story output rather than producing a standalone document.
- Capture the metric owner, source owner, refresh cadence, calculation logic, assumptions, and unresolved gaps directly in the artifact.
- Where this task affects dashboarding, separate raw inputs, transformed KPI logic, and presentation-layer decisions.
- Where this task affects cadence or commentary, make the output usable in the weekly KPI review without additional explanation.

Dependencies/data inputs:
Primary inputs/dependencies: KYC provider reports, compliance review logs, support/ticketing system, disclosure acknowledgement events, payment processor data, partner due-diligence tracker, and regulatory-status register. Related metrics: compliance review turnaround, rejected KYC, risk acknowledgement completion, complaints, support response time, disclosure completion, failed payments, partner due diligence, claims approval, and regulatory-status verification cadence.

Acceptance criteria:
- Output is aligned to the Trust and compliance KPI dashboard workstream and references the correct parent context.
- Metric definitions, data inputs, owners, refresh cadence, and assumptions are documented clearly enough for another team member to reproduce the output.
- Preliminary solution is reviewed against at least one realistic data sample or business scenario and gaps are logged as follow-up actions.
- The resulting artifact can feed the dashboard, reporting cadence, or funnel instrumentation without requiring a separate interpretation document."
Task,TGTM-1278,18059,Define the trust/compliance KPI framework and metric definitions,Analytics & Reporting,,,Medium,To Do,,01/Jul/26 9:42 AM,01/Jul/26 3:18 PM,,"Hierarchy/context:
Epic: TGTM-16 - Build KPI dashboard and reporting cadence
Parent story: TGTM-163 - Build trust/compliance KPI dashboard
Issue: TGTM-1278 - Define the trust/compliance KPI framework and metric definitions

Original intent:
Specify the exact calculation, owner, and reporting grain for each KPI: compliance review turnaround, rejected KYC, risk acknowledgement completion, complaints, support response time, disclosure completion, failed payments, partner due diligence, claims approval, and regulatory-status verification cadence.

How we are doing this:
Turn the strategy targets into an operational KPI dictionary. For each metric, document the business question, formula, numerator, denominator, grain, event trigger, source of truth, owner, refresh cadence, target range, threshold status, exclusions, and reporting caveats.

Preliminary solution:
Use a lightweight analytics architecture for Trust and compliance KPI dashboard: source systems/events -> staging table -> KPI calculation layer -> dashboard/reporting view -> weekly review/action log. The first version should be a KPI dictionary with formulas, source fields, target ranges, thresholds, and owner sign-off.

Implementation notes:
- Keep the work tied to the parent story output rather than producing a standalone document.
- Capture the metric owner, source owner, refresh cadence, calculation logic, assumptions, and unresolved gaps directly in the artifact.
- Where this task affects dashboarding, separate raw inputs, transformed KPI logic, and presentation-layer decisions.
- Where this task affects cadence or commentary, make the output usable in the weekly KPI review without additional explanation.

Dependencies/data inputs:
Primary inputs/dependencies: KYC provider reports, compliance review logs, support/ticketing system, disclosure acknowledgement events, payment processor data, partner due-diligence tracker, and regulatory-status register. Related metrics: compliance review turnaround, rejected KYC, risk acknowledgement completion, complaints, support response time, disclosure completion, failed payments, partner due diligence, claims approval, and regulatory-status verification cadence.

Acceptance criteria:
- Output is aligned to the Trust and compliance KPI dashboard workstream and references the correct parent context.
- Metric definitions, data inputs, owners, refresh cadence, and assumptions are documented clearly enough for another team member to reproduce the output.
- Preliminary solution is reviewed against at least one realistic data sample or business scenario and gaps are logged as follow-up actions.
- The resulting artifact can feed the dashboard, reporting cadence, or funnel instrumentation without requiring a separate interpretation document."
Task,TGTM-1277,18058,Identify the data sources and systems needed for trust/compliance KPI reporting,Analytics & Reporting,,,Medium,To Do,,01/Jul/26 9:42 AM,01/Jul/26 3:18 PM,,"Hierarchy/context:
Epic: TGTM-16 - Build KPI dashboard and reporting cadence
Parent story: TGTM-163 - Build trust/compliance KPI dashboard
Issue: TGTM-1277 - Identify the data sources and systems needed for trust/compliance KPI reporting

Original intent:
Map each KPI to its source systems, reporting tables, and manual inputs so the dashboard can be populated reliably and consistently.

How we are doing this:
Create a source-of-truth matrix for every KPI: system/report/table/event, business owner, technical owner, join key, refresh cadence, available history, access status, known gaps, and validation method. Confirm sample records before any dashboard build begins.

Preliminary solution:
Use a lightweight analytics architecture for Trust and compliance KPI dashboard: source systems/events -> staging table -> KPI calculation layer -> dashboard/reporting view -> weekly review/action log. The first version should be a data-source matrix that separates confirmed sources from assumptions and flags access, quality, and refresh risks.

Implementation notes:
- Keep the work tied to the parent story output rather than producing a standalone document.
- Capture the metric owner, source owner, refresh cadence, calculation logic, assumptions, and unresolved gaps directly in the artifact.
- Where this task affects dashboarding, separate raw inputs, transformed KPI logic, and presentation-layer decisions.
- Where this task affects cadence or commentary, make the output usable in the weekly KPI review without additional explanation.

Dependencies/data inputs:
Primary inputs/dependencies: KYC provider reports, compliance review logs, support/ticketing system, disclosure acknowledgement events, payment processor data, partner due-diligence tracker, and regulatory-status register. Related metrics: compliance review turnaround, rejected KYC, risk acknowledgement completion, complaints, support response time, disclosure completion, failed payments, partner due diligence, claims approval, and regulatory-status verification cadence.

Acceptance criteria:
- Output is aligned to the Trust and compliance KPI dashboard workstream and references the correct parent context.
- Metric definitions, data inputs, owners, refresh cadence, and assumptions are documented clearly enough for another team member to reproduce the output.
- Preliminary solution is reviewed against at least one realistic data sample or business scenario and gaps are logged as follow-up actions.
- The resulting artifact can feed the dashboard, reporting cadence, or funnel instrumentation without requiring a separate interpretation document."
Task,TGTM-1276,18055,Summarize insights and action items from the investor KPI dashboard,Analytics & Reporting,,,Medium,To Do,,01/Jul/26 9:42 AM,01/Jul/26 3:18 PM,,"Hierarchy/context:
Epic: TGTM-16 - Build KPI dashboard and reporting cadence
Parent story: TGTM-162 - Build 12-month investor KPI dashboard
Issue: TGTM-1276 - Summarize insights and action items from the investor KPI dashboard

Original intent:
Create a simple output format for highlighting trends, risks, and recommended actions based on the dashboard results each reporting cycle.

How we are doing this:
Convert analytics into operating decisions by using a structured narrative: what changed, why it changed, whether it matters, what is blocked, who owns the next action, when it is due, and what leadership decision is needed.

Preliminary solution:
Use a lightweight analytics architecture for 12-month investor KPI dashboard: source systems/events -> staging table -> KPI calculation layer -> dashboard/reporting view -> weekly review/action log. The first version should be a dashboard page with KPI cards, trend lines, target-vs-actual status, filters, a drill-down table, and a commentary/action section.

Implementation notes:
- Keep the work tied to the parent story output rather than producing a standalone document.
- Capture the metric owner, source owner, refresh cadence, calculation logic, assumptions, and unresolved gaps directly in the artifact.
- Where this task affects dashboarding, separate raw inputs, transformed KPI logic, and presentation-layer decisions.
- Where this task affects cadence or commentary, make the output usable in the weekly KPI review without additional explanation.

Dependencies/data inputs:
Primary inputs/dependencies: traffic analytics, waitlist/CRM, KYC provider, offering page analytics, subscription/payment system, investor profile database, and repeat-investment records. Related metrics: 250k-750k visitors, 25k-100k waitlist signups, 20%-35% KYC start rate, 65%-85% KYC completion, 20k-100k offering page views, 500-5k funded subscriptions, and 20%-35% repeat rate.

Acceptance criteria:
- Output is aligned to the 12-month investor KPI dashboard workstream and references the correct parent context.
- Metric definitions, data inputs, owners, refresh cadence, and assumptions are documented clearly enough for another team member to reproduce the output.
- Preliminary solution is reviewed against at least one realistic data sample or business scenario and gaps are logged as follow-up actions.
- The resulting artifact can feed the dashboard, reporting cadence, or funnel instrumentation without requiring a separate interpretation document."
Task,TGTM-1275,18052,Implement data validation and QA checks for dashboard accuracy,Analytics & Reporting,,,Medium,To Do,,01/Jul/26 9:42 AM,01/Jul/26 3:18 PM,,"Hierarchy/context:
Epic: TGTM-16 - Build KPI dashboard and reporting cadence
Parent story: TGTM-162 - Build 12-month investor KPI dashboard
Issue: TGTM-1275 - Implement data validation and QA checks for dashboard accuracy

Original intent:
Add checks to verify completeness, freshness, and consistency of KPI inputs so the dashboard remains reliable for investor reporting.

How we are doing this:
Implement quality controls before relying on the numbers: freshness checks, completeness checks, duplicate checks, null-field checks, reconciliation to source systems, sample-event validation, and owner sign-off for material KPI changes.

Preliminary solution:
Use a lightweight analytics architecture for 12-month investor KPI dashboard: source systems/events -> staging table -> KPI calculation layer -> dashboard/reporting view -> weekly review/action log. The first version should be a dashboard page with KPI cards, trend lines, target-vs-actual status, filters, a drill-down table, and a commentary/action section.

Implementation notes:
- Keep the work tied to the parent story output rather than producing a standalone document.
- Capture the metric owner, source owner, refresh cadence, calculation logic, assumptions, and unresolved gaps directly in the artifact.
- Where this task affects dashboarding, separate raw inputs, transformed KPI logic, and presentation-layer decisions.
- Where this task affects cadence or commentary, make the output usable in the weekly KPI review without additional explanation.

Dependencies/data inputs:
Primary inputs/dependencies: traffic analytics, waitlist/CRM, KYC provider, offering page analytics, subscription/payment system, investor profile database, and repeat-investment records. Related metrics: 250k-750k visitors, 25k-100k waitlist signups, 20%-35% KYC start rate, 65%-85% KYC completion, 20k-100k offering page views, 500-5k funded subscriptions, and 20%-35% repeat rate.

Acceptance criteria:
- Output is aligned to the 12-month investor KPI dashboard workstream and references the correct parent context.
- Metric definitions, data inputs, owners, refresh cadence, and assumptions are documented clearly enough for another team member to reproduce the output.
- Preliminary solution is reviewed against at least one realistic data sample or business scenario and gaps are logged as follow-up actions.
- The resulting artifact can feed the dashboard, reporting cadence, or funnel instrumentation without requiring a separate interpretation document."
Task,TGTM-1274,18051,Create baseline performance and gap analysis for current investor metrics,Analytics & Reporting,,,Medium,To Do,,01/Jul/26 9:42 AM,01/Jul/26 3:18 PM,,"Hierarchy/context:
Epic: TGTM-16 - Build KPI dashboard and reporting cadence
Parent story: TGTM-162 - Build 12-month investor KPI dashboard
Issue: TGTM-1274 - Create baseline performance and gap analysis for current investor metrics

Original intent:
Capture the current state for all investor KPIs and compare it against the 12-month targets to identify the largest gaps and priority areas.

How we are doing this:
Establish the starting point by pulling the latest reliable historical period, calculating actuals using the approved KPI formulas, comparing actuals to target ranges, and marking the largest gaps, risks, and improvement priorities.

Preliminary solution:
Use a lightweight analytics architecture for 12-month investor KPI dashboard: source systems/events -> staging table -> KPI calculation layer -> dashboard/reporting view -> weekly review/action log. The first version should be a KPI dictionary with formulas, source fields, target ranges, thresholds, and owner sign-off.

Implementation notes:
- Keep the work tied to the parent story output rather than producing a standalone document.
- Capture the metric owner, source owner, refresh cadence, calculation logic, assumptions, and unresolved gaps directly in the artifact.
- Where this task affects dashboarding, separate raw inputs, transformed KPI logic, and presentation-layer decisions.
- Where this task affects cadence or commentary, make the output usable in the weekly KPI review without additional explanation.

Dependencies/data inputs:
Primary inputs/dependencies: traffic analytics, waitlist/CRM, KYC provider, offering page analytics, subscription/payment system, investor profile database, and repeat-investment records. Related metrics: 250k-750k visitors, 25k-100k waitlist signups, 20%-35% KYC start rate, 65%-85% KYC completion, 20k-100k offering page views, 500-5k funded subscriptions, and 20%-35% repeat rate.

Acceptance criteria:
- Output is aligned to the 12-month investor KPI dashboard workstream and references the correct parent context.
- Metric definitions, data inputs, owners, refresh cadence, and assumptions are documented clearly enough for another team member to reproduce the output.
- Preliminary solution is reviewed against at least one realistic data sample or business scenario and gaps are logged as follow-up actions.
- The resulting artifact can feed the dashboard, reporting cadence, or funnel instrumentation without requiring a separate interpretation document."
Task,TGTM-1273,18049,Create a concise investor KPI reporting summary format,Analytics & Reporting,,,Medium,To Do,,01/Jul/26 9:42 AM,01/Jul/26 3:19 PM,,"Hierarchy/context:
Epic: TGTM-16 - Build KPI dashboard and reporting cadence
Parent story: TGTM-162 - Build 12-month investor KPI dashboard
Issue: TGTM-1273 - Create a concise investor KPI reporting summary format

Original intent:
Prepare a standardized written summary that highlights performance, notable changes, and key actions for each reporting cycle.

How we are doing this:
Convert analytics into operating decisions by using a structured narrative: what changed, why it changed, whether it matters, what is blocked, who owns the next action, when it is due, and what leadership decision is needed.

Preliminary solution:
Use a lightweight analytics architecture for 12-month investor KPI dashboard: source systems/events -> staging table -> KPI calculation layer -> dashboard/reporting view -> weekly review/action log. The first version should be a KPI dictionary with formulas, source fields, target ranges, thresholds, and owner sign-off.

Implementation notes:
- Keep the work tied to the parent story output rather than producing a standalone document.
- Capture the metric owner, source owner, refresh cadence, calculation logic, assumptions, and unresolved gaps directly in the artifact.
- Where this task affects dashboarding, separate raw inputs, transformed KPI logic, and presentation-layer decisions.
- Where this task affects cadence or commentary, make the output usable in the weekly KPI review without additional explanation.

Dependencies/data inputs:
Primary inputs/dependencies: traffic analytics, waitlist/CRM, KYC provider, offering page analytics, subscription/payment system, investor profile database, and repeat-investment records. Related metrics: 250k-750k visitors, 25k-100k waitlist signups, 20%-35% KYC start rate, 65%-85% KYC completion, 20k-100k offering page views, 500-5k funded subscriptions, and 20%-35% repeat rate.

Acceptance criteria:
- Output is aligned to the 12-month investor KPI dashboard workstream and references the correct parent context.
- Metric definitions, data inputs, owners, refresh cadence, and assumptions are documented clearly enough for another team member to reproduce the output.
- Preliminary solution is reviewed against at least one realistic data sample or business scenario and gaps are logged as follow-up actions.
- The resulting artifact can feed the dashboard, reporting cadence, or funnel instrumentation without requiring a separate interpretation document."
Task,TGTM-1272,18047,"Document assumptions, exclusions, and calculation logic",Analytics & Reporting,,,Medium,To Do,,01/Jul/26 9:42 AM,01/Jul/26 3:19 PM,,"Hierarchy/context:
Epic: TGTM-16 - Build KPI dashboard and reporting cadence
Parent story: TGTM-162 - Build 12-month investor KPI dashboard
Issue: TGTM-1272 - Document assumptions, exclusions, and calculation logic

Original intent:
Record any assumptions, filters, and caveats used in calculating the investor KPIs to keep reporting transparent and auditable.

How we are doing this:
Break the work into a practical analytics deliverable: define the business question, identify source data, document the calculation, produce the first usable reporting output, validate it with the owner, and convert findings into next actions.

Preliminary solution:
Use a lightweight analytics architecture for 12-month investor KPI dashboard: source systems/events -> staging table -> KPI calculation layer -> dashboard/reporting view -> weekly review/action log. The first version should be a practical, reviewable artifact that can be tested with sample data and used in the next KPI review.

Implementation notes:
- Keep the work tied to the parent story output rather than producing a standalone document.
- Capture the metric owner, source owner, refresh cadence, calculation logic, assumptions, and unresolved gaps directly in the artifact.
- Where this task affects dashboarding, separate raw inputs, transformed KPI logic, and presentation-layer decisions.
- Where this task affects cadence or commentary, make the output usable in the weekly KPI review without additional explanation.

Dependencies/data inputs:
Primary inputs/dependencies: traffic analytics, waitlist/CRM, KYC provider, offering page analytics, subscription/payment system, investor profile database, and repeat-investment records. Related metrics: 250k-750k visitors, 25k-100k waitlist signups, 20%-35% KYC start rate, 65%-85% KYC completion, 20k-100k offering page views, 500-5k funded subscriptions, and 20%-35% repeat rate.

Acceptance criteria:
- Output is aligned to the 12-month investor KPI dashboard workstream and references the correct parent context.
- Metric definitions, data inputs, owners, refresh cadence, and assumptions are documented clearly enough for another team member to reproduce the output.
- Preliminary solution is reviewed against at least one realistic data sample or business scenario and gaps are logged as follow-up actions.
- The resulting artifact can feed the dashboard, reporting cadence, or funnel instrumentation without requiring a separate interpretation document."
Task,TGTM-1271,18043,Design the investor KPI dashboard layout and views,Analytics & Reporting,,,Medium,To Do,,01/Jul/26 9:42 AM,01/Jul/26 3:18 PM,,"Hierarchy/context:
Epic: TGTM-16 - Build KPI dashboard and reporting cadence
Parent story: TGTM-162 - Build 12-month investor KPI dashboard
Issue: TGTM-1271 - Design the investor KPI dashboard layout and views

Original intent:
Create the dashboard structure, including a summary view, funnel view, KPI trend charts, and target-versus-actual visualizations for the 12-month investor metrics.

How we are doing this:
Build this as a BI-ready dashboard layer: confirm the business questions, design KPI cards and trend views, map each visualization to a metric definition, connect the view to a clean staging table, add filters for date/source/cohort/owner where relevant, and include a section for status, commentary, and next actions.

Preliminary solution:
Use a lightweight analytics architecture for 12-month investor KPI dashboard: source systems/events -> staging table -> KPI calculation layer -> dashboard/reporting view -> weekly review/action log. The first version should be a dashboard page with KPI cards, trend lines, target-vs-actual status, filters, a drill-down table, and a commentary/action section.

Implementation notes:
- Keep the work tied to the parent story output rather than producing a standalone document.
- Capture the metric owner, source owner, refresh cadence, calculation logic, assumptions, and unresolved gaps directly in the artifact.
- Where this task affects dashboarding, separate raw inputs, transformed KPI logic, and presentation-layer decisions.
- Where this task affects cadence or commentary, make the output usable in the weekly KPI review without additional explanation.

Dependencies/data inputs:
Primary inputs/dependencies: traffic analytics, waitlist/CRM, KYC provider, offering page analytics, subscription/payment system, investor profile database, and repeat-investment records. Related metrics: 250k-750k visitors, 25k-100k waitlist signups, 20%-35% KYC start rate, 65%-85% KYC completion, 20k-100k offering page views, 500-5k funded subscriptions, and 20%-35% repeat rate.

Acceptance criteria:
- Output is aligned to the 12-month investor KPI dashboard workstream and references the correct parent context.
- Metric definitions, data inputs, owners, refresh cadence, and assumptions are documented clearly enough for another team member to reproduce the output.
- Preliminary solution is reviewed against at least one realistic data sample or business scenario and gaps are logged as follow-up actions.
- The resulting artifact can feed the dashboard, reporting cadence, or funnel instrumentation without requiring a separate interpretation document."
Task,TGTM-1270,18042,Implement KPI trend tracking and target progress views,Analytics & Reporting,,,Medium,To Do,,01/Jul/26 9:42 AM,01/Jul/26 3:19 PM,,"Hierarchy/context:
Epic: TGTM-16 - Build KPI dashboard and reporting cadence
Parent story: TGTM-161 - Build 90-day investor KPI dashboard
Issue: TGTM-1270 - Implement KPI trend tracking and target progress views

Original intent:
Add trend lines, period-over-period comparisons, and progress indicators so the team can see movement toward the 90-day goals.

How we are doing this:
Instrument the funnel as product/analytics events with clear trigger rules, required properties, IDs, timestamps, attribution fields, and validation steps. Confirm that raw events are persisted and then transformed into reporting-ready KPI tables.

Preliminary solution:
Use a lightweight analytics architecture for 90-day investor KPI dashboard: source systems/events -> staging table -> KPI calculation layer -> dashboard/reporting view -> weekly review/action log. The first version should be a KPI dictionary with formulas, source fields, target ranges, thresholds, and owner sign-off.

Implementation notes:
- Keep the work tied to the parent story output rather than producing a standalone document.
- Capture the metric owner, source owner, refresh cadence, calculation logic, assumptions, and unresolved gaps directly in the artifact.
- Where this task affects dashboarding, separate raw inputs, transformed KPI logic, and presentation-layer decisions.
- Where this task affects cadence or commentary, make the output usable in the weekly KPI review without additional explanation.

Dependencies/data inputs:
Primary inputs/dependencies: web analytics, waitlist source data, CRM, KYC status events, campaign attribution, and weekly funnel snapshots. Related metrics: 20k-75k visitors, 2k-10k waitlist signups, 10%-25% KYC start rate, and 50%-75% KYC completion rate.

Acceptance criteria:
- Output is aligned to the 90-day investor KPI dashboard workstream and references the correct parent context.
- Metric definitions, data inputs, owners, refresh cadence, and assumptions are documented clearly enough for another team member to reproduce the output.
- Preliminary solution is reviewed against at least one realistic data sample or business scenario and gaps are logged as follow-up actions.
- The resulting artifact can feed the dashboard, reporting cadence, or funnel instrumentation without requiring a separate interpretation document."
Task,TGTM-1269,18040,Define the investor KPI measurement framework and target ranges,Analytics & Reporting,,,Medium,To Do,,01/Jul/26 9:42 AM,01/Jul/26 3:18 PM,,"Hierarchy/context:
Epic: TGTM-16 - Build KPI dashboard and reporting cadence
Parent story: TGTM-162 - Build 12-month investor KPI dashboard
Issue: TGTM-1269 - Define the investor KPI measurement framework and target ranges

Original intent:
Confirm the exact definitions, formulas, and 12-month target ranges for visitors, waitlist signups, KYC start rate, KYC completion rate, offering page views, funded subscriptions, and repeat rate.

How we are doing this:
Turn the strategy targets into an operational KPI dictionary. For each metric, document the business question, formula, numerator, denominator, grain, event trigger, source of truth, owner, refresh cadence, target range, threshold status, exclusions, and reporting caveats.

Preliminary solution:
Use a lightweight analytics architecture for 12-month investor KPI dashboard: source systems/events -> staging table -> KPI calculation layer -> dashboard/reporting view -> weekly review/action log. The first version should be a KPI dictionary with formulas, source fields, target ranges, thresholds, and owner sign-off.

Implementation notes:
- Keep the work tied to the parent story output rather than producing a standalone document.
- Capture the metric owner, source owner, refresh cadence, calculation logic, assumptions, and unresolved gaps directly in the artifact.
- Where this task affects dashboarding, separate raw inputs, transformed KPI logic, and presentation-layer decisions.
- Where this task affects cadence or commentary, make the output usable in the weekly KPI review without additional explanation.

Dependencies/data inputs:
Primary inputs/dependencies: traffic analytics, waitlist/CRM, KYC provider, offering page analytics, subscription/payment system, investor profile database, and repeat-investment records. Related metrics: 250k-750k visitors, 25k-100k waitlist signups, 20%-35% KYC start rate, 65%-85% KYC completion, 20k-100k offering page views, 500-5k funded subscriptions, and 20%-35% repeat rate.

Acceptance criteria:
- Output is aligned to the 12-month investor KPI dashboard workstream and references the correct parent context.
- Metric definitions, data inputs, owners, refresh cadence, and assumptions are documented clearly enough for another team member to reproduce the output.
- Preliminary solution is reviewed against at least one realistic data sample or business scenario and gaps are logged as follow-up actions.
- The resulting artifact can feed the dashboard, reporting cadence, or funnel instrumentation without requiring a separate interpretation document."
Task,TGTM-1268,18037,Establish the reporting cadence and update process,Analytics & Reporting,,,Medium,To Do,,01/Jul/26 9:42 AM,01/Jul/26 3:18 PM,,"Hierarchy/context:
Epic: TGTM-16 - Build KPI dashboard and reporting cadence
Parent story: TGTM-162 - Build 12-month investor KPI dashboard
Issue: TGTM-1268 - Establish the reporting cadence and update process

Original intent:
Define how often the dashboard will be refreshed, who owns updates, how data quality issues will be handled, and how the reporting cadence will support investor review.

How we are doing this:
Define the operating rhythm: refresh frequency, cutoff time, preparer, reviewer, recipients, meeting/review moment, escalation path, change log, and archival location. The workflow should make reporting repeatable without founder-dependent manual follow-up.

Preliminary solution:
Use a lightweight analytics architecture for 12-month investor KPI dashboard: source systems/events -> staging table -> KPI calculation layer -> dashboard/reporting view -> weekly review/action log. The first version should be an operating SOP that defines weekly/monthly refresh steps, review owners, approvals, and escalation rules.

Implementation notes:
- Keep the work tied to the parent story output rather than producing a standalone document.
- Capture the metric owner, source owner, refresh cadence, calculation logic, assumptions, and unresolved gaps directly in the artifact.
- Where this task affects dashboarding, separate raw inputs, transformed KPI logic, and presentation-layer decisions.
- Where this task affects cadence or commentary, make the output usable in the weekly KPI review without additional explanation.

Dependencies/data inputs:
Primary inputs/dependencies: traffic analytics, waitlist/CRM, KYC provider, offering page analytics, subscription/payment system, investor profile database, and repeat-investment records. Related metrics: 250k-750k visitors, 25k-100k waitlist signups, 20%-35% KYC start rate, 65%-85% KYC completion, 20k-100k offering page views, 500-5k funded subscriptions, and 20%-35% repeat rate.

Acceptance criteria:
- Output is aligned to the 12-month investor KPI dashboard workstream and references the correct parent context.
- Metric definitions, data inputs, owners, refresh cadence, and assumptions are documented clearly enough for another team member to reproduce the output.
- Preliminary solution is reviewed against at least one realistic data sample or business scenario and gaps are logged as follow-up actions.
- The resulting artifact can feed the dashboard, reporting cadence, or funnel instrumentation without requiring a separate interpretation document."
Task,TGTM-1267,18036,Set up KPI calculation logic and metric definitions,Analytics & Reporting,,,Medium,To Do,,01/Jul/26 9:42 AM,01/Jul/26 3:18 PM,,"Hierarchy/context:
Epic: TGTM-16 - Build KPI dashboard and reporting cadence
Parent story: TGTM-162 - Build 12-month investor KPI dashboard
Issue: TGTM-1267 - Set up KPI calculation logic and metric definitions

Original intent:
Specify the transformations and calculations required for each KPI, including rate formulas, time windows, deduplication rules, and any attribution logic needed for accurate reporting.

How we are doing this:
Turn the strategy targets into an operational KPI dictionary. For each metric, document the business question, formula, numerator, denominator, grain, event trigger, source of truth, owner, refresh cadence, target range, threshold status, exclusions, and reporting caveats.

Preliminary solution:
Use a lightweight analytics architecture for 12-month investor KPI dashboard: source systems/events -> staging table -> KPI calculation layer -> dashboard/reporting view -> weekly review/action log. The first version should be a KPI dictionary with formulas, source fields, target ranges, thresholds, and owner sign-off.

Implementation notes:
- Keep the work tied to the parent story output rather than producing a standalone document.
- Capture the metric owner, source owner, refresh cadence, calculation logic, assumptions, and unresolved gaps directly in the artifact.
- Where this task affects dashboarding, separate raw inputs, transformed KPI logic, and presentation-layer decisions.
- Where this task affects cadence or commentary, make the output usable in the weekly KPI review without additional explanation.

Dependencies/data inputs:
Primary inputs/dependencies: traffic analytics, waitlist/CRM, KYC provider, offering page analytics, subscription/payment system, investor profile database, and repeat-investment records. Related metrics: 250k-750k visitors, 25k-100k waitlist signups, 20%-35% KYC start rate, 65%-85% KYC completion, 20k-100k offering page views, 500-5k funded subscriptions, and 20%-35% repeat rate.

Acceptance criteria:
- Output is aligned to the 12-month investor KPI dashboard workstream and references the correct parent context.
- Metric definitions, data inputs, owners, refresh cadence, and assumptions are documented clearly enough for another team member to reproduce the output.
- Preliminary solution is reviewed against at least one realistic data sample or business scenario and gaps are logged as follow-up actions.
- The resulting artifact can feed the dashboard, reporting cadence, or funnel instrumentation without requiring a separate interpretation document."
