Issue Type,Issue key,Issue id,Summary,Components,Components,Components,Priority,Status,Resolution,Created,Updated,Due date,Description,Parent,Parent key,Parent summary
Task,TGTM-1543,18587,Create investor support tracking and reporting requirements,,,,Medium,To Do,,01/Jul/26 10:00 AM,01/Jul/26 3:02 PM,,"Hierarchy / linkage:
- Issue: TGTM-1543 (Task) — Create investor support tracking and reporting requirements
- Path: TGTM-20 — Build investor servicing, reporting, and retention system > TGTM-194 — Create investor support process > TGTM-1543 — Create investor support tracking and reporting requirements
- Parent relationship: This Task belongs to parent TGTM-194 — Create investor support process (visible in this extract). Grandparent context: TGTM-20 — Build investor servicing, reporting, and retention system (visible in this extract).

Original intent:
Define the fields, metrics, and status tracking needed to monitor support volume, resolution times, and recurring issue themes.

How we are doing this:
Execute this Task as a concrete deliverable under the parent Story “Create investor support process”. Start by reviewing the parent Story objective, then produce the working artifact first, review it with the responsible stakeholders, then refine it into a reusable template or operating asset. The work should align with the broader focus of investor retention, repeat-investment nurture, and next-opportunity conversion and should produce an artifact that is immediately usable by the Investor Servicing team.

Preliminary solution:
Define the support reporting schema, KPI dashboard, issue taxonomy, owner performance views, backlog aging, escalation trends, and recurring investor concern themes.

Deliverable:
Task-level output for “Create investor support tracking and reporting requirements” that supports the parent Story “Create investor support process”: artifact, tracker, workflow, template, report section, ruleset, or reviewed decision input as appropriate.

Dependencies / inputs:
CRM records, investment history, subscription status, reporting engagement events, investor risk/eligibility data, new opportunity inventory, email/SMS/WhatsApp channels, and sales follow-up ownership.

Implementation notes:
- Maintain traceability from this item back to the parent Jira item and the overall investor servicing journey.
- Use a single source of truth for source data, templates, approvals, and final published materials.
- Keep investor-facing outputs plain-language, operationally accurate, and ready for compliance/legal review where applicable.
- Define ownership for creation, review, approval, publication, maintenance, and exception handling.
- Where the work affects investor communications, include a support-readiness note so the support team can answer follow-up questions consistently.

Acceptance criteria:
- The task output is complete enough for the parent Story owner to use without reinterpreting scope.
- The output names the source inputs, required fields, responsible owners, and review/approval path.
- Any investor-facing language is clear, compliant-ready, non-promissory where relevant, and consistent with platform terminology.
- Open risks, dependencies, and follow-up actions are documented with owners or escalation paths.",10338,TGTM-194,Create investor support process
Task,TGTM-1542,18585,Identify data sources for education completion tracking,,,,Medium,To Do,,01/Jul/26 10:00 AM,01/Jul/26 3:00 PM,,"Hierarchy / linkage:
- Issue: TGTM-1542 (Task) — Identify data sources for education completion tracking
- Path: TGTM-20 — Build investor servicing, reporting, and retention system > TGTM-198 — Create investor education completion report > TGTM-1542 — Identify data sources for education completion tracking
- Parent relationship: This Task belongs to parent TGTM-198 — Create investor education completion report (visible in this extract). Grandparent context: TGTM-20 — Build investor servicing, reporting, and retention system (visible in this extract).

Original intent:
Document the systems, forms, CRM records, or learning records needed to capture completion status across personas and campaigns.

How we are doing this:
Execute this Task as a concrete deliverable under the parent Story “Create investor education completion report”. Start by reviewing the parent Story objective, then collect evidence from source systems, validate accuracy, compare results against the target standard, and document actions for gaps or risks. The work should align with the broader focus of mandatory investor education completion, reporting, and remediation and should produce an artifact that is immediately usable by the Investor Servicing team.

Preliminary solution:
Produce the concrete working artifact for “Identify data sources for education completion tracking” as part of “Create investor education completion report”, including the required inputs, process steps, draft output, review path, and acceptance checklist.

Deliverable:
Task-level output for “Identify data sources for education completion tracking” that supports the parent Story “Create investor education completion report”: artifact, tracker, workflow, template, report section, ruleset, or reviewed decision input as appropriate.

Dependencies / inputs:
education module inventory, investor personas, campaign source data, subscription funnel status, acknowledgement records, CRM/LMS/CMS completion events, compliance requirements, and remediation rules.

Implementation notes:
- Maintain traceability from this item back to the parent Jira item and the overall investor servicing journey.
- Use a single source of truth for source data, templates, approvals, and final published materials.
- Keep investor-facing outputs plain-language, operationally accurate, and ready for compliance/legal review where applicable.
- Define ownership for creation, review, approval, publication, maintenance, and exception handling.
- Where the work affects investor communications, include a support-readiness note so the support team can answer follow-up questions consistently.

Acceptance criteria:
- The task output is complete enough for the parent Story owner to use without reinterpreting scope.
- The output names the source inputs, required fields, responsible owners, and review/approval path.
- Any investor-facing language is clear, compliant-ready, non-promissory where relevant, and consistent with platform terminology.
- Open risks, dependencies, and follow-up actions are documented with owners or escalation paths.",10342,TGTM-198,Create investor education completion report
Task,TGTM-1541,18584,Define post-resolution follow-up and feedback capture,,,,Medium,To Do,,01/Jul/26 10:00 AM,01/Jul/26 3:01 PM,,"Hierarchy / linkage:
- Issue: TGTM-1541 (Task) — Define post-resolution follow-up and feedback capture
- Path: TGTM-20 — Build investor servicing, reporting, and retention system > TGTM-195 — Create complaint handling workflow > TGTM-1541 — Define post-resolution follow-up and feedback capture
- Parent relationship: This Task belongs to parent TGTM-195 — Create complaint handling workflow (visible in this extract). Grandparent context: TGTM-20 — Build investor servicing, reporting, and retention system (visible in this extract).

Original intent:
Create steps to confirm customer satisfaction after resolution and capture feedback or recurrence risk for future improvement.

How we are doing this:
Execute this Task as a concrete deliverable under the parent Story “Create complaint handling workflow”. Start by reviewing the parent Story objective, then define scope, decision rules, owners, success metrics, and exceptions before implementation so the team has one shared operating standard. The work should align with the broader focus of investor retention, repeat-investment nurture, and next-opportunity conversion and should produce an artifact that is immediately usable by the Investor Servicing team.

Preliminary solution:
Create a closure follow-up flow that confirms investor satisfaction, captures feedback, updates the complaint record, and flags unresolved dissatisfaction for escalation.

Deliverable:
Task-level output for “Define post-resolution follow-up and feedback capture” that supports the parent Story “Create complaint handling workflow”: artifact, tracker, workflow, template, report section, ruleset, or reviewed decision input as appropriate.

Dependencies / inputs:
CRM records, investment history, subscription status, reporting engagement events, investor risk/eligibility data, new opportunity inventory, email/SMS/WhatsApp channels, and sales follow-up ownership.

Implementation notes:
- Maintain traceability from this item back to the parent Jira item and the overall investor servicing journey.
- Use a single source of truth for source data, templates, approvals, and final published materials.
- Keep investor-facing outputs plain-language, operationally accurate, and ready for compliance/legal review where applicable.
- Define ownership for creation, review, approval, publication, maintenance, and exception handling.
- Where the work affects investor communications, include a support-readiness note so the support team can answer follow-up questions consistently.

Acceptance criteria:
- The task output is complete enough for the parent Story owner to use without reinterpreting scope.
- The output names the source inputs, required fields, responsible owners, and review/approval path.
- Any investor-facing language is clear, compliant-ready, non-promissory where relevant, and consistent with platform terminology.
- Open risks, dependencies, and follow-up actions are documented with owners or escalation paths.",10339,TGTM-195,Create complaint handling workflow
Task,TGTM-1540,18583,Prepare a survey reporting template for leadership and product teams,,,,Medium,To Do,,01/Jul/26 10:00 AM,01/Jul/26 3:01 PM,,"Hierarchy / linkage:
- Issue: TGTM-1540 (Task) — Prepare a survey reporting template for leadership and product teams
- Path: TGTM-20 — Build investor servicing, reporting, and retention system > TGTM-196 — Create post-launch investor survey > TGTM-1540 — Prepare a survey reporting template for leadership and product teams
- Parent relationship: This Task belongs to parent TGTM-196 — Create post-launch investor survey (visible in this extract). Grandparent context: TGTM-20 — Build investor servicing, reporting, and retention system (visible in this extract).

Original intent:
Create a standard format for summarizing survey results, trends, key quotes, and recommended actions after the first launch cycle.

How we are doing this:
Execute this Task as a concrete deliverable under the parent Story “Create post-launch investor survey”. Start by reviewing the parent Story objective, then produce the working artifact first, review it with the responsible stakeholders, then refine it into a reusable template or operating asset. The work should align with the broader focus of investor retention, repeat-investment nurture, and next-opportunity conversion and should produce an artifact that is immediately usable by the Investor Servicing team.

Preliminary solution:
Build a survey report template with response volume, score distribution, sentiment themes, representative paraphrased insights, key risks, recommendations, and owner/action tracker.

Deliverable:
Task-level output for “Prepare a survey reporting template for leadership and product teams” that supports the parent Story “Create post-launch investor survey”: artifact, tracker, workflow, template, report section, ruleset, or reviewed decision input as appropriate.

Dependencies / inputs:
CRM records, investment history, subscription status, reporting engagement events, investor risk/eligibility data, new opportunity inventory, email/SMS/WhatsApp channels, and sales follow-up ownership.

Implementation notes:
- Maintain traceability from this item back to the parent Jira item and the overall investor servicing journey.
- Use a single source of truth for source data, templates, approvals, and final published materials.
- Keep investor-facing outputs plain-language, operationally accurate, and ready for compliance/legal review where applicable.
- Define ownership for creation, review, approval, publication, maintenance, and exception handling.
- Where the work affects investor communications, include a support-readiness note so the support team can answer follow-up questions consistently.

Acceptance criteria:
- The task output is complete enough for the parent Story owner to use without reinterpreting scope.
- The output names the source inputs, required fields, responsible owners, and review/approval path.
- Any investor-facing language is clear, compliant-ready, non-promissory where relevant, and consistent with platform terminology.
- Open risks, dependencies, and follow-up actions are documented with owners or escalation paths.",10340,TGTM-196,Create post-launch investor survey
Task,TGTM-1539,18580,Define support ownership and internal handoff process,,,,Medium,To Do,,01/Jul/26 10:00 AM,01/Jul/26 3:02 PM,,"Hierarchy / linkage:
- Issue: TGTM-1539 (Task) — Define support ownership and internal handoff process
- Path: TGTM-20 — Build investor servicing, reporting, and retention system > TGTM-194 — Create investor support process > TGTM-1539 — Define support ownership and internal handoff process
- Parent relationship: This Task belongs to parent TGTM-194 — Create investor support process (visible in this extract). Grandparent context: TGTM-20 — Build investor servicing, reporting, and retention system (visible in this extract).

Original intent:
Clarify which team owns each request type and how cases are handed off between operations, compliance, finance, and investor relations.

How we are doing this:
Execute this Task as a concrete deliverable under the parent Story “Create investor support process”. Start by reviewing the parent Story objective, then define scope, decision rules, owners, success metrics, and exceptions before implementation so the team has one shared operating standard. The work should align with the broader focus of investor retention, repeat-investment nurture, and next-opportunity conversion and should produce an artifact that is immediately usable by the Investor Servicing team.

Preliminary solution:
Create an ownership matrix defining who handles each support category, when to hand off, required context, SLA clock rules, and escalation contacts.

Deliverable:
Task-level output for “Define support ownership and internal handoff process” that supports the parent Story “Create investor support process”: artifact, tracker, workflow, template, report section, ruleset, or reviewed decision input as appropriate.

Dependencies / inputs:
CRM records, investment history, subscription status, reporting engagement events, investor risk/eligibility data, new opportunity inventory, email/SMS/WhatsApp channels, and sales follow-up ownership.

Implementation notes:
- Maintain traceability from this item back to the parent Jira item and the overall investor servicing journey.
- Use a single source of truth for source data, templates, approvals, and final published materials.
- Keep investor-facing outputs plain-language, operationally accurate, and ready for compliance/legal review where applicable.
- Define ownership for creation, review, approval, publication, maintenance, and exception handling.
- Where the work affects investor communications, include a support-readiness note so the support team can answer follow-up questions consistently.

Acceptance criteria:
- The task output is complete enough for the parent Story owner to use without reinterpreting scope.
- The output names the source inputs, required fields, responsible owners, and review/approval path.
- Any investor-facing language is clear, compliant-ready, non-promissory where relevant, and consistent with platform terminology.
- Open risks, dependencies, and follow-up actions are documented with owners or escalation paths.",10338,TGTM-194,Create investor support process
Task,TGTM-1538,18577,Build a process for reviewing and acting on survey feedback,,,,Medium,To Do,,01/Jul/26 10:00 AM,01/Jul/26 3:01 PM,,"Hierarchy / linkage:
- Issue: TGTM-1538 (Task) — Build a process for reviewing and acting on survey feedback
- Path: TGTM-20 — Build investor servicing, reporting, and retention system > TGTM-196 — Create post-launch investor survey > TGTM-1538 — Build a process for reviewing and acting on survey feedback
- Parent relationship: This Task belongs to parent TGTM-196 — Create post-launch investor survey (visible in this extract). Grandparent context: TGTM-20 — Build investor servicing, reporting, and retention system (visible in this extract).

Original intent:
Set up ownership, triage steps, and decision points for converting survey results into product, servicing, and communication improvements.

How we are doing this:
Execute this Task as a concrete deliverable under the parent Story “Create post-launch investor survey”. Start by reviewing the parent Story objective, then produce the working artifact first, review it with the responsible stakeholders, then refine it into a reusable template or operating asset. The work should align with the broader focus of investor retention, repeat-investment nurture, and next-opportunity conversion and should produce an artifact that is immediately usable by the Investor Servicing team.

Preliminary solution:
Create a feedback operating rhythm that categorizes responses, assigns actions, tracks status, and reports product/service improvements back to leadership.

Deliverable:
Task-level output for “Build a process for reviewing and acting on survey feedback” that supports the parent Story “Create post-launch investor survey”: artifact, tracker, workflow, template, report section, ruleset, or reviewed decision input as appropriate.

Dependencies / inputs:
CRM records, investment history, subscription status, reporting engagement events, investor risk/eligibility data, new opportunity inventory, email/SMS/WhatsApp channels, and sales follow-up ownership.

Implementation notes:
- Maintain traceability from this item back to the parent Jira item and the overall investor servicing journey.
- Use a single source of truth for source data, templates, approvals, and final published materials.
- Keep investor-facing outputs plain-language, operationally accurate, and ready for compliance/legal review where applicable.
- Define ownership for creation, review, approval, publication, maintenance, and exception handling.
- Where the work affects investor communications, include a support-readiness note so the support team can answer follow-up questions consistently.

Acceptance criteria:
- The task output is complete enough for the parent Story owner to use without reinterpreting scope.
- The output names the source inputs, required fields, responsible owners, and review/approval path.
- Any investor-facing language is clear, compliant-ready, non-promissory where relevant, and consistent with platform terminology.
- Open risks, dependencies, and follow-up actions are documented with owners or escalation paths.",10340,TGTM-196,Create post-launch investor survey
Task,TGTM-1537,18578,Build a complaint tracking and reporting process,,,,Medium,To Do,,01/Jul/26 10:00 AM,01/Jul/26 3:01 PM,,"Hierarchy / linkage:
- Issue: TGTM-1537 (Task) — Build a complaint tracking and reporting process
- Path: TGTM-20 — Build investor servicing, reporting, and retention system > TGTM-195 — Create complaint handling workflow > TGTM-1537 — Build a complaint tracking and reporting process
- Parent relationship: This Task belongs to parent TGTM-195 — Create complaint handling workflow (visible in this extract). Grandparent context: TGTM-20 — Build investor servicing, reporting, and retention system (visible in this extract).

Original intent:
Define how complaints are logged, monitored, and reported so the team can track status, aging, and resolution outcomes.

How we are doing this:
Execute this Task as a concrete deliverable under the parent Story “Create complaint handling workflow”. Start by reviewing the parent Story objective, then produce the working artifact first, review it with the responsible stakeholders, then refine it into a reusable template or operating asset. The work should align with the broader focus of investor retention, repeat-investment nurture, and next-opportunity conversion and should produce an artifact that is immediately usable by the Investor Servicing team.

Preliminary solution:
Implement a complaint tracker with case ID, intake channel, category, severity, owner, SLA dates, escalation status, resolution, root cause, and reporting dashboard.

Deliverable:
Task-level output for “Build a complaint tracking and reporting process” that supports the parent Story “Create complaint handling workflow”: artifact, tracker, workflow, template, report section, ruleset, or reviewed decision input as appropriate.

Dependencies / inputs:
CRM records, investment history, subscription status, reporting engagement events, investor risk/eligibility data, new opportunity inventory, email/SMS/WhatsApp channels, and sales follow-up ownership.

Implementation notes:
- Maintain traceability from this item back to the parent Jira item and the overall investor servicing journey.
- Use a single source of truth for source data, templates, approvals, and final published materials.
- Keep investor-facing outputs plain-language, operationally accurate, and ready for compliance/legal review where applicable.
- Define ownership for creation, review, approval, publication, maintenance, and exception handling.
- Where the work affects investor communications, include a support-readiness note so the support team can answer follow-up questions consistently.

Acceptance criteria:
- The task output is complete enough for the parent Story owner to use without reinterpreting scope.
- The output names the source inputs, required fields, responsible owners, and review/approval path.
- Any investor-facing language is clear, compliant-ready, non-promissory where relevant, and consistent with platform terminology.
- Open risks, dependencies, and follow-up actions are documented with owners or escalation paths.",10339,TGTM-195,Create complaint handling workflow
Task,TGTM-1536,18575,Build an investor FAQ and standard response library,,,,Medium,To Do,,01/Jul/26 10:00 AM,01/Jul/26 3:02 PM,,"Hierarchy / linkage:
- Issue: TGTM-1536 (Task) — Build an investor FAQ and standard response library
- Path: TGTM-20 — Build investor servicing, reporting, and retention system > TGTM-194 — Create investor support process > TGTM-1536 — Build an investor FAQ and standard response library
- Parent relationship: This Task belongs to parent TGTM-194 — Create investor support process (visible in this extract). Grandparent context: TGTM-20 — Build investor servicing, reporting, and retention system (visible in this extract).

Original intent:
Create reusable answers for the most common support questions across onboarding, KYC, payments, documents, reporting, and complaints.

How we are doing this:
Execute this Task as a concrete deliverable under the parent Story “Create investor support process”. Start by reviewing the parent Story objective, then produce the working artifact first, review it with the responsible stakeholders, then refine it into a reusable template or operating asset. The work should align with the broader focus of investor retention, repeat-investment nurture, and next-opportunity conversion and should produce an artifact that is immediately usable by the Investor Servicing team.

Preliminary solution:
Build a support response library with approved answers for common investor servicing questions, linked to FAQ articles and escalation guidance.

Deliverable:
Task-level output for “Build an investor FAQ and standard response library” that supports the parent Story “Create investor support process”: artifact, tracker, workflow, template, report section, ruleset, or reviewed decision input as appropriate.

Dependencies / inputs:
CRM records, investment history, subscription status, reporting engagement events, investor risk/eligibility data, new opportunity inventory, email/SMS/WhatsApp channels, and sales follow-up ownership.

Implementation notes:
- Maintain traceability from this item back to the parent Jira item and the overall investor servicing journey.
- Use a single source of truth for source data, templates, approvals, and final published materials.
- Keep investor-facing outputs plain-language, operationally accurate, and ready for compliance/legal review where applicable.
- Define ownership for creation, review, approval, publication, maintenance, and exception handling.
- Where the work affects investor communications, include a support-readiness note so the support team can answer follow-up questions consistently.

Acceptance criteria:
- The task output is complete enough for the parent Story owner to use without reinterpreting scope.
- The output names the source inputs, required fields, responsible owners, and review/approval path.
- Any investor-facing language is clear, compliant-ready, non-promissory where relevant, and consistent with platform terminology.
- Open risks, dependencies, and follow-up actions are documented with owners or escalation paths.",10338,TGTM-194,Create investor support process
Task,TGTM-1535,18571,Create retention and repeat-investment triggers,,,,Medium,To Do,,01/Jul/26 10:00 AM,01/Jul/26 3:00 PM,,"Hierarchy / linkage:
- Issue: TGTM-1535 (Task) — Create retention and repeat-investment triggers
- Path: TGTM-20 — Build investor servicing, reporting, and retention system > TGTM-197 — Create repeat investment nurture > TGTM-1535 — Create retention and repeat-investment triggers
- Parent relationship: This Task belongs to parent TGTM-197 — Create repeat investment nurture (visible in this extract). Grandparent context: TGTM-20 — Build investor servicing, reporting, and retention system (visible in this extract).

Original intent:
Define behavioral and lifecycle triggers that should activate nurture outreach, such as report opens, education completion, maturity dates, or inactivity.

How we are doing this:
Execute this Task as a concrete deliverable under the parent Story “Create repeat investment nurture”. Start by reviewing the parent Story objective, then produce the working artifact first, review it with the responsible stakeholders, then refine it into a reusable template or operating asset. The work should align with the broader focus of investor retention, repeat-investment nurture, and next-opportunity conversion and should produce an artifact that is immediately usable by the Investor Servicing team.

Preliminary solution:
Define event-based triggers such as first report viewed, distribution received, education completed, survey satisfaction, support issue resolved, and new opportunity matching investor profile.

Deliverable:
Task-level output for “Create retention and repeat-investment triggers” that supports the parent Story “Create repeat investment nurture”: artifact, tracker, workflow, template, report section, ruleset, or reviewed decision input as appropriate.

Dependencies / inputs:
CRM records, investment history, subscription status, reporting engagement events, investor risk/eligibility data, new opportunity inventory, email/SMS/WhatsApp channels, and sales follow-up ownership.

Implementation notes:
- Maintain traceability from this item back to the parent Jira item and the overall investor servicing journey.
- Use a single source of truth for source data, templates, approvals, and final published materials.
- Keep investor-facing outputs plain-language, operationally accurate, and ready for compliance/legal review where applicable.
- Define ownership for creation, review, approval, publication, maintenance, and exception handling.
- Where the work affects investor communications, include a support-readiness note so the support team can answer follow-up questions consistently.

Acceptance criteria:
- The task output is complete enough for the parent Story owner to use without reinterpreting scope.
- The output names the source inputs, required fields, responsible owners, and review/approval path.
- Any investor-facing language is clear, compliant-ready, non-promissory where relevant, and consistent with platform terminology.
- Open risks, dependencies, and follow-up actions are documented with owners or escalation paths.",10341,TGTM-197,Create repeat investment nurture
Task,TGTM-1534,18567,Define support service levels and response-time targets,,,,Medium,To Do,,01/Jul/26 10:00 AM,01/Jul/26 3:02 PM,,"Hierarchy / linkage:
- Issue: TGTM-1534 (Task) — Define support service levels and response-time targets
- Path: TGTM-20 — Build investor servicing, reporting, and retention system > TGTM-194 — Create investor support process > TGTM-1534 — Define support service levels and response-time targets
- Parent relationship: This Task belongs to parent TGTM-194 — Create investor support process (visible in this extract). Grandparent context: TGTM-20 — Build investor servicing, reporting, and retention system (visible in this extract).

Original intent:
Set expected first-response and resolution targets by request type, along with prioritization rules for urgent investor issues.

How we are doing this:
Execute this Task as a concrete deliverable under the parent Story “Create investor support process”. Start by reviewing the parent Story objective, then define scope, decision rules, owners, success metrics, and exceptions before implementation so the team has one shared operating standard. The work should align with the broader focus of investor retention, repeat-investment nurture, and next-opportunity conversion and should produce an artifact that is immediately usable by the Investor Servicing team.

Preliminary solution:
Set SLA targets by request type and severity, including first response, resolution time, escalation timing, owner, and reporting method.

Deliverable:
Task-level output for “Define support service levels and response-time targets” that supports the parent Story “Create investor support process”: artifact, tracker, workflow, template, report section, ruleset, or reviewed decision input as appropriate.

Dependencies / inputs:
CRM records, investment history, subscription status, reporting engagement events, investor risk/eligibility data, new opportunity inventory, email/SMS/WhatsApp channels, and sales follow-up ownership.

Implementation notes:
- Maintain traceability from this item back to the parent Jira item and the overall investor servicing journey.
- Use a single source of truth for source data, templates, approvals, and final published materials.
- Keep investor-facing outputs plain-language, operationally accurate, and ready for compliance/legal review where applicable.
- Define ownership for creation, review, approval, publication, maintenance, and exception handling.
- Where the work affects investor communications, include a support-readiness note so the support team can answer follow-up questions consistently.

Acceptance criteria:
- The task output is complete enough for the parent Story owner to use without reinterpreting scope.
- The output names the source inputs, required fields, responsible owners, and review/approval path.
- Any investor-facing language is clear, compliant-ready, non-promissory where relevant, and consistent with platform terminology.
- Open risks, dependencies, and follow-up actions are documented with owners or escalation paths.",10338,TGTM-194,Create investor support process
Task,TGTM-1533,18570,Segment investors for targeted repeat-investment outreach,,,,Medium,To Do,,01/Jul/26 10:00 AM,01/Jul/26 3:00 PM,,"Hierarchy / linkage:
- Issue: TGTM-1533 (Task) — Segment investors for targeted repeat-investment outreach
- Path: TGTM-20 — Build investor servicing, reporting, and retention system > TGTM-197 — Create repeat investment nurture > TGTM-1533 — Segment investors for targeted repeat-investment outreach
- Parent relationship: This Task belongs to parent TGTM-197 — Create repeat investment nurture (visible in this extract). Grandparent context: TGTM-20 — Build investor servicing, reporting, and retention system (visible in this extract).

Original intent:
Define investor segments based on engagement, investment history, and reporting responses so the nurture motion can be tailored to each audience.

How we are doing this:
Execute this Task as a concrete deliverable under the parent Story “Create repeat investment nurture”. Start by reviewing the parent Story objective, then break the work into discovery, artifact creation, stakeholder review, operational rollout, quality control, and measurement.. The work should align with the broader focus of investor retention, repeat-investment nurture, and next-opportunity conversion and should produce an artifact that is immediately usable by the Investor Servicing team.

Preliminary solution:
Create investor segments based on subscription history, engagement, eligibility, risk appetite, ticket history, survey feedback, and next-opportunity suitability.

Deliverable:
Task-level output for “Segment investors for targeted repeat-investment outreach” that supports the parent Story “Create repeat investment nurture”: artifact, tracker, workflow, template, report section, ruleset, or reviewed decision input as appropriate.

Dependencies / inputs:
CRM records, investment history, subscription status, reporting engagement events, investor risk/eligibility data, new opportunity inventory, email/SMS/WhatsApp channels, and sales follow-up ownership.

Implementation notes:
- Maintain traceability from this item back to the parent Jira item and the overall investor servicing journey.
- Use a single source of truth for source data, templates, approvals, and final published materials.
- Keep investor-facing outputs plain-language, operationally accurate, and ready for compliance/legal review where applicable.
- Define ownership for creation, review, approval, publication, maintenance, and exception handling.
- Where the work affects investor communications, include a support-readiness note so the support team can answer follow-up questions consistently.

Acceptance criteria:
- The task output is complete enough for the parent Story owner to use without reinterpreting scope.
- The output names the source inputs, required fields, responsible owners, and review/approval path.
- Any investor-facing language is clear, compliant-ready, non-promissory where relevant, and consistent with platform terminology.
- Open risks, dependencies, and follow-up actions are documented with owners or escalation paths.",10341,TGTM-197,Create repeat investment nurture
Task,TGTM-1532,18564,Build an investor FAQ and objection-handling guide for repeat investment,,,,Medium,To Do,,01/Jul/26 10:00 AM,01/Jul/26 3:00 PM,,"Hierarchy / linkage:
- Issue: TGTM-1532 (Task) — Build an investor FAQ and objection-handling guide for repeat investment
- Path: TGTM-20 — Build investor servicing, reporting, and retention system > TGTM-197 — Create repeat investment nurture > TGTM-1532 — Build an investor FAQ and objection-handling guide for repeat investment
- Parent relationship: This Task belongs to parent TGTM-197 — Create repeat investment nurture (visible in this extract). Grandparent context: TGTM-20 — Build investor servicing, reporting, and retention system (visible in this extract).

Original intent:
Document likely investor questions and objections after the first reporting cycle, with recommended responses for servicing and sales teams.

How we are doing this:
Execute this Task as a concrete deliverable under the parent Story “Create repeat investment nurture”. Start by reviewing the parent Story objective, then produce the working artifact first, review it with the responsible stakeholders, then refine it into a reusable template or operating asset. The work should align with the broader focus of investor retention, repeat-investment nurture, and next-opportunity conversion and should produce an artifact that is immediately usable by the Investor Servicing team.

Preliminary solution:
Draft a repeat-investment FAQ and objection guide covering liquidity, risk, returns, fees, ownership structure, reporting transparency, and platform credibility.

Deliverable:
Task-level output for “Build an investor FAQ and objection-handling guide for repeat investment” that supports the parent Story “Create repeat investment nurture”: artifact, tracker, workflow, template, report section, ruleset, or reviewed decision input as appropriate.

Dependencies / inputs:
CRM records, investment history, subscription status, reporting engagement events, investor risk/eligibility data, new opportunity inventory, email/SMS/WhatsApp channels, and sales follow-up ownership.

Implementation notes:
- Maintain traceability from this item back to the parent Jira item and the overall investor servicing journey.
- Use a single source of truth for source data, templates, approvals, and final published materials.
- Keep investor-facing outputs plain-language, operationally accurate, and ready for compliance/legal review where applicable.
- Define ownership for creation, review, approval, publication, maintenance, and exception handling.
- Where the work affects investor communications, include a support-readiness note so the support team can answer follow-up questions consistently.

Acceptance criteria:
- The task output is complete enough for the parent Story owner to use without reinterpreting scope.
- The output names the source inputs, required fields, responsible owners, and review/approval path.
- Any investor-facing language is clear, compliant-ready, non-promissory where relevant, and consistent with platform terminology.
- Open risks, dependencies, and follow-up actions are documented with owners or escalation paths.",10341,TGTM-197,Create repeat investment nurture
Task,TGTM-1531,18561,Draft nurture email and message templates for repeat investment,,,,Medium,To Do,,01/Jul/26 10:00 AM,01/Jul/26 3:00 PM,,"Hierarchy / linkage:
- Issue: TGTM-1531 (Task) — Draft nurture email and message templates for repeat investment
- Path: TGTM-20 — Build investor servicing, reporting, and retention system > TGTM-197 — Create repeat investment nurture > TGTM-1531 — Draft nurture email and message templates for repeat investment
- Parent relationship: This Task belongs to parent TGTM-197 — Create repeat investment nurture (visible in this extract). Grandparent context: TGTM-20 — Build investor servicing, reporting, and retention system (visible in this extract).

Original intent:
Create message variants for follow-up after the reporting cycle, including reminder, education, and conversion-oriented outreach to drive re-investment interest.

How we are doing this:
Execute this Task as a concrete deliverable under the parent Story “Create repeat investment nurture”. Start by reviewing the parent Story objective, then produce the working artifact first, review it with the responsible stakeholders, then refine it into a reusable template or operating asset. The work should align with the broader focus of investor retention, repeat-investment nurture, and next-opportunity conversion and should produce an artifact that is immediately usable by the Investor Servicing team.

Preliminary solution:
Draft a sequence of repeat-investment messages by lifecycle stage, including service update, education reminder, opportunity teaser, risk reminder, and call-to-action.

Deliverable:
Task-level output for “Draft nurture email and message templates for repeat investment” that supports the parent Story “Create repeat investment nurture”: artifact, tracker, workflow, template, report section, ruleset, or reviewed decision input as appropriate.

Dependencies / inputs:
CRM records, investment history, subscription status, reporting engagement events, investor risk/eligibility data, new opportunity inventory, email/SMS/WhatsApp channels, and sales follow-up ownership.

Implementation notes:
- Maintain traceability from this item back to the parent Jira item and the overall investor servicing journey.
- Use a single source of truth for source data, templates, approvals, and final published materials.
- Keep investor-facing outputs plain-language, operationally accurate, and ready for compliance/legal review where applicable.
- Define ownership for creation, review, approval, publication, maintenance, and exception handling.
- Where the work affects investor communications, include a support-readiness note so the support team can answer follow-up questions consistently.

Acceptance criteria:
- The task output is complete enough for the parent Story owner to use without reinterpreting scope.
- The output names the source inputs, required fields, responsible owners, and review/approval path.
- Any investor-facing language is clear, compliant-ready, non-promissory where relevant, and consistent with platform terminology.
- Open risks, dependencies, and follow-up actions are documented with owners or escalation paths.",10341,TGTM-197,Create repeat investment nurture
