Issue Type,Issue key,Issue id,Summary,Components,Components,Components,Priority,Status,Resolution,Created,Updated,Due date,Description,Parent,Parent key,Parent summary
Task,TGTM-790,17083,Write responsible access and trust/compliance messaging,Website & Conversion,,,Medium,To Do,,01/Jul/26 8:39 AM,01/Jul/26 4:12 PM,,"Hierarchy / linkage
- Issue: TGTM-790 (Task) - Write responsible access and trust/compliance messaging
- Parent: TGTM-98 - Build about/founder page (Resolved in this extract).
- Grandparent / Epic context: TGTM-9 - Build GTM website and landing page system
- Hierarchy path: TGTM-9: Build GTM website and landing page system > TGTM-98: Build about/founder page > TGTM-790: Write responsible access and trust/compliance messaging

Original intent
Develop the language that explains the project’s responsible access, trust, and compliance stance so the about page aligns with the broader GTM website narrative.

How we are doing this
Complete this task as a focused execution unit under the parent Story. Use the parent context to avoid isolated work: every output should improve the relevant page/flow, reduce conversion friction, strengthen trust/compliance, or make lead/account handoff more measurable and operationally usable.

Preliminary solution
Use the approved compliance narrative and create a reviewable content block/checklist that explains limits, eligibility, risks, consent, and no-offer boundaries in plain language; route final wording through legal/compliance before publishing. This supports the broader solution: Build a founder/about page that explains the Dubai-rooted mission, founder credibility, responsible access thesis, and operating principles behind Blocks Estate while using approved proof points and consistent trust language.

Expected deliverable
Approved copy/content blocks ready for CMS or front-end implementation.

Implementation notes
- Work type: content/copywriting.
- Primary domain: Websites & Conversion for the Blocks Estate GTM campaign.
- Use reusable page sections/components wherever possible so future campaign pages can be launched faster.
- Maintain compliance-safe language, especially around tokenized real estate, eligibility, risks, no-offer boundaries, KYC/AML, fees, and investor/developer claims.
- Ensure each conversion path has clear CTA ownership, source tracking, form behavior, confirmation messaging, and downstream operational routing.
- Document assumptions, open questions, and stakeholder decisions directly in Jira before closing the item.

Dependencies / inputs
founder bio, company narrative, approved images, brand voice, credibility proof points, compliance-safe claims, Dubai market context.

Measurement / success signals
about-page engagement, scroll depth, outbound CTA clicks, trust-page click-through, qualitative feedback from partners/investors.

Acceptance criteria
- The work output directly supports the parent Story and is attached, linked, or documented in Jira.
- Relevant stakeholders can review the output without needing additional explanation.
- Dependencies, assumptions, and open decisions are documented before the issue is moved to Done.
- Compliance-sensitive language is reviewed and does not imply an unapproved offer, guarantee, or unsupported claim.
- Copy is audience-specific, conversion-oriented, brand-aligned, and ready for implementation.",10242,TGTM-98,Build about/founder page
Task,TGTM-789,17081,Review page copy for compliance and legal alignment,Website & Conversion,,,Medium,To Do,,01/Jul/26 8:39 AM,01/Jul/26 4:12 PM,,"Hierarchy / linkage
- Issue: TGTM-789 (Task) - Review page copy for compliance and legal alignment
- Parent: TGTM-97 - Build trust and compliance page (Resolved in this extract).
- Grandparent / Epic context: TGTM-9 - Build GTM website and landing page system
- Hierarchy path: TGTM-9: Build GTM website and landing page system > TGTM-97: Build trust and compliance page > TGTM-789: Review page copy for compliance and legal alignment

Original intent
Validate the draft trust page content against brand, legal, and compliance requirements before publishing.

How we are doing this
Complete this task as a focused execution unit under the parent Story. Use the parent context to avoid isolated work: every output should improve the relevant page/flow, reduce conversion friction, strengthen trust/compliance, or make lead/account handoff more measurable and operationally usable.

Preliminary solution
Use the approved compliance narrative and create a reviewable content block/checklist that explains limits, eligibility, risks, consent, and no-offer boundaries in plain language; route final wording through legal/compliance before publishing. This supports the broader solution: Create a trust center page that centralizes how Blocks Estate approaches methodology, partner ecosystem, disclosures, risks, fees, complaint escalation, responsible access, and eligibility without presenting unapproved offers or unsupported claims.

Expected deliverable
Approved copy/content blocks ready for CMS or front-end implementation.

Implementation notes
- Work type: QA/review.
- Primary domain: Websites & Conversion for the Blocks Estate GTM campaign.
- Use reusable page sections/components wherever possible so future campaign pages can be launched faster.
- Maintain compliance-safe language, especially around tokenized real estate, eligibility, risks, no-offer boundaries, KYC/AML, fees, and investor/developer claims.
- Ensure each conversion path has clear CTA ownership, source tracking, form behavior, confirmation messaging, and downstream operational routing.
- Document assumptions, open questions, and stakeholder decisions directly in Jira before closing the item.

Dependencies / inputs
compliance principles, risk language, fee disclosure framework, partner descriptions, complaints/escalation process, responsible access policy, legal review input.

Measurement / success signals
trust-page visits, risk/fee section engagement, complaints-page clarity approval, legal review pass rate, support-question reduction.

Acceptance criteria
- The work output directly supports the parent Story and is attached, linked, or documented in Jira.
- Relevant stakeholders can review the output without needing additional explanation.
- Dependencies, assumptions, and open decisions are documented before the issue is moved to Done.
- Compliance-sensitive language is reviewed and does not imply an unapproved offer, guarantee, or unsupported claim.
- Copy is audience-specific, conversion-oriented, brand-aligned, and ready for implementation.",10241,TGTM-97,Build trust and compliance page
Task,TGTM-788,17079,Draft responsible access and eligibility language,Website & Conversion,,,Medium,To Do,,01/Jul/26 8:39 AM,01/Jul/26 4:12 PM,,"Hierarchy / linkage
- Issue: TGTM-788 (Task) - Draft responsible access and eligibility language
- Parent: TGTM-97 - Build trust and compliance page (Resolved in this extract).
- Grandparent / Epic context: TGTM-9 - Build GTM website and landing page system
- Hierarchy path: TGTM-9: Build GTM website and landing page system > TGTM-97: Build trust and compliance page > TGTM-788: Draft responsible access and eligibility language

Original intent
Prepare copy that defines responsible access expectations, eligibility constraints, and any usage restrictions or safeguards.

How we are doing this
Complete this task as a focused execution unit under the parent Story. Use the parent context to avoid isolated work: every output should improve the relevant page/flow, reduce conversion friction, strengthen trust/compliance, or make lead/account handoff more measurable and operationally usable.

Preliminary solution
Use the approved compliance narrative and create a reviewable content block/checklist that explains limits, eligibility, risks, consent, and no-offer boundaries in plain language; route final wording through legal/compliance before publishing. This supports the broader solution: Create a trust center page that centralizes how Blocks Estate approaches methodology, partner ecosystem, disclosures, risks, fees, complaint escalation, responsible access, and eligibility without presenting unapproved offers or unsupported claims.

Expected deliverable
Approved copy/content blocks ready for CMS or front-end implementation.

Implementation notes
- Work type: content/copywriting.
- Primary domain: Websites & Conversion for the Blocks Estate GTM campaign.
- Use reusable page sections/components wherever possible so future campaign pages can be launched faster.
- Maintain compliance-safe language, especially around tokenized real estate, eligibility, risks, no-offer boundaries, KYC/AML, fees, and investor/developer claims.
- Ensure each conversion path has clear CTA ownership, source tracking, form behavior, confirmation messaging, and downstream operational routing.
- Document assumptions, open questions, and stakeholder decisions directly in Jira before closing the item.

Dependencies / inputs
compliance principles, risk language, fee disclosure framework, partner descriptions, complaints/escalation process, responsible access policy, legal review input.

Measurement / success signals
trust-page visits, risk/fee section engagement, complaints-page clarity approval, legal review pass rate, support-question reduction.

Acceptance criteria
- The work output directly supports the parent Story and is attached, linked, or documented in Jira.
- Relevant stakeholders can review the output without needing additional explanation.
- Dependencies, assumptions, and open decisions are documented before the issue is moved to Done.
- Compliance-sensitive language is reviewed and does not imply an unapproved offer, guarantee, or unsupported claim.
- Copy is audience-specific, conversion-oriented, brand-aligned, and ready for implementation.",10241,TGTM-97,Build trust and compliance page
Task,TGTM-787,17077,Draft complaints and escalation language,Website & Conversion,,,Medium,To Do,,01/Jul/26 8:39 AM,01/Jul/26 4:12 PM,,"Hierarchy / linkage
- Issue: TGTM-787 (Task) - Draft complaints and escalation language
- Parent: TGTM-97 - Build trust and compliance page (Resolved in this extract).
- Grandparent / Epic context: TGTM-9 - Build GTM website and landing page system
- Hierarchy path: TGTM-9: Build GTM website and landing page system > TGTM-97: Build trust and compliance page > TGTM-787: Draft complaints and escalation language

Original intent
Write the complaints section covering how users can raise concerns, expected response handling, and escalation pathways.

How we are doing this
Complete this task as a focused execution unit under the parent Story. Use the parent context to avoid isolated work: every output should improve the relevant page/flow, reduce conversion friction, strengthen trust/compliance, or make lead/account handoff more measurable and operationally usable.

Preliminary solution
Produce concise, audience-specific copy blocks aligned to the approved positioning, with clear headings, proof points, objections addressed, compliance-safe claims, and CTA-supporting language. This supports the broader solution: Create a trust center page that centralizes how Blocks Estate approaches methodology, partner ecosystem, disclosures, risks, fees, complaint escalation, responsible access, and eligibility without presenting unapproved offers or unsupported claims.

Expected deliverable
Approved copy/content blocks ready for CMS or front-end implementation.

Implementation notes
- Work type: content/copywriting.
- Primary domain: Websites & Conversion for the Blocks Estate GTM campaign.
- Use reusable page sections/components wherever possible so future campaign pages can be launched faster.
- Maintain compliance-safe language, especially around tokenized real estate, eligibility, risks, no-offer boundaries, KYC/AML, fees, and investor/developer claims.
- Ensure each conversion path has clear CTA ownership, source tracking, form behavior, confirmation messaging, and downstream operational routing.
- Document assumptions, open questions, and stakeholder decisions directly in Jira before closing the item.

Dependencies / inputs
compliance principles, risk language, fee disclosure framework, partner descriptions, complaints/escalation process, responsible access policy, legal review input.

Measurement / success signals
trust-page visits, risk/fee section engagement, complaints-page clarity approval, legal review pass rate, support-question reduction.

Acceptance criteria
- The work output directly supports the parent Story and is attached, linked, or documented in Jira.
- Relevant stakeholders can review the output without needing additional explanation.
- Dependencies, assumptions, and open decisions are documented before the issue is moved to Done.
- Copy is audience-specific, conversion-oriented, brand-aligned, and ready for implementation.",10241,TGTM-97,Build trust and compliance page
Task,TGTM-786,17071,Draft risks and limitations disclosures,Website & Conversion,,,Medium,To Do,,01/Jul/26 8:39 AM,01/Jul/26 4:13 PM,,"Hierarchy / linkage
- Issue: TGTM-786 (Task) - Draft risks and limitations disclosures
- Parent: TGTM-97 - Build trust and compliance page (Resolved in this extract).
- Grandparent / Epic context: TGTM-9 - Build GTM website and landing page system
- Hierarchy path: TGTM-9: Build GTM website and landing page system > TGTM-97: Build trust and compliance page > TGTM-786: Draft risks and limitations disclosures

Original intent
Write the risk language for the page, including limitations, user cautions, and any relevant compliance or investment risk disclosures.

How we are doing this
Complete this task as a focused execution unit under the parent Story. Use the parent context to avoid isolated work: every output should improve the relevant page/flow, reduce conversion friction, strengthen trust/compliance, or make lead/account handoff more measurable and operationally usable.

Preliminary solution
Use the approved compliance narrative and create a reviewable content block/checklist that explains limits, eligibility, risks, consent, and no-offer boundaries in plain language; route final wording through legal/compliance before publishing. This supports the broader solution: Create a trust center page that centralizes how Blocks Estate approaches methodology, partner ecosystem, disclosures, risks, fees, complaint escalation, responsible access, and eligibility without presenting unapproved offers or unsupported claims.

Expected deliverable
Approved copy/content blocks ready for CMS or front-end implementation.

Implementation notes
- Work type: content/copywriting.
- Primary domain: Websites & Conversion for the Blocks Estate GTM campaign.
- Use reusable page sections/components wherever possible so future campaign pages can be launched faster.
- Maintain compliance-safe language, especially around tokenized real estate, eligibility, risks, no-offer boundaries, KYC/AML, fees, and investor/developer claims.
- Ensure each conversion path has clear CTA ownership, source tracking, form behavior, confirmation messaging, and downstream operational routing.
- Document assumptions, open questions, and stakeholder decisions directly in Jira before closing the item.

Dependencies / inputs
compliance principles, risk language, fee disclosure framework, partner descriptions, complaints/escalation process, responsible access policy, legal review input.

Measurement / success signals
trust-page visits, risk/fee section engagement, complaints-page clarity approval, legal review pass rate, support-question reduction.

Acceptance criteria
- The work output directly supports the parent Story and is attached, linked, or documented in Jira.
- Relevant stakeholders can review the output without needing additional explanation.
- Dependencies, assumptions, and open decisions are documented before the issue is moved to Done.
- Compliance-sensitive language is reviewed and does not imply an unapproved offer, guarantee, or unsupported claim.
- Copy is audience-specific, conversion-oriented, brand-aligned, and ready for implementation.",10241,TGTM-97,Build trust and compliance page
Task,TGTM-785,17070,Draft methodology section for the trust page,Website & Conversion,,,Medium,To Do,,01/Jul/26 8:39 AM,01/Jul/26 4:13 PM,,"Hierarchy / linkage
- Issue: TGTM-785 (Task) - Draft methodology section for the trust page
- Parent: TGTM-97 - Build trust and compliance page (Resolved in this extract).
- Grandparent / Epic context: TGTM-9 - Build GTM website and landing page system
- Hierarchy path: TGTM-9: Build GTM website and landing page system > TGTM-97: Build trust and compliance page > TGTM-785: Draft methodology section for the trust page

Original intent
Write the methodology copy explaining how trust, due diligence, or compliance standards are assessed and presented on the page.

How we are doing this
Complete this task as a focused execution unit under the parent Story. Use the parent context to avoid isolated work: every output should improve the relevant page/flow, reduce conversion friction, strengthen trust/compliance, or make lead/account handoff more measurable and operationally usable.

Preliminary solution
Produce concise, audience-specific copy blocks aligned to the approved positioning, with clear headings, proof points, objections addressed, compliance-safe claims, and CTA-supporting language. This supports the broader solution: Create a trust center page that centralizes how Blocks Estate approaches methodology, partner ecosystem, disclosures, risks, fees, complaint escalation, responsible access, and eligibility without presenting unapproved offers or unsupported claims.

Expected deliverable
Approved copy/content blocks ready for CMS or front-end implementation.

Implementation notes
- Work type: content/copywriting.
- Primary domain: Websites & Conversion for the Blocks Estate GTM campaign.
- Use reusable page sections/components wherever possible so future campaign pages can be launched faster.
- Maintain compliance-safe language, especially around tokenized real estate, eligibility, risks, no-offer boundaries, KYC/AML, fees, and investor/developer claims.
- Ensure each conversion path has clear CTA ownership, source tracking, form behavior, confirmation messaging, and downstream operational routing.
- Document assumptions, open questions, and stakeholder decisions directly in Jira before closing the item.

Dependencies / inputs
compliance principles, risk language, fee disclosure framework, partner descriptions, complaints/escalation process, responsible access policy, legal review input.

Measurement / success signals
trust-page visits, risk/fee section engagement, complaints-page clarity approval, legal review pass rate, support-question reduction.

Acceptance criteria
- The work output directly supports the parent Story and is attached, linked, or documented in Jira.
- Relevant stakeholders can review the output without needing additional explanation.
- Dependencies, assumptions, and open decisions are documented before the issue is moved to Done.
- Copy is audience-specific, conversion-oriented, brand-aligned, and ready for implementation.",10241,TGTM-97,Build trust and compliance page
Task,TGTM-784,17068,Define trust and compliance page structure and content outline,Website & Conversion,,,Medium,To Do,,01/Jul/26 8:39 AM,01/Jul/26 4:13 PM,,"Hierarchy / linkage
- Issue: TGTM-784 (Task) - Define trust and compliance page structure and content outline
- Parent: TGTM-97 - Build trust and compliance page (Resolved in this extract).
- Grandparent / Epic context: TGTM-9 - Build GTM website and landing page system
- Hierarchy path: TGTM-9: Build GTM website and landing page system > TGTM-97: Build trust and compliance page > TGTM-784: Define trust and compliance page structure and content outline

Original intent
Create the page outline, section order, and content requirements for methodology, fees, risks, partners, complaints, and responsible access language.

How we are doing this
Complete this task as a focused execution unit under the parent Story. Use the parent context to avoid isolated work: every output should improve the relevant page/flow, reduce conversion friction, strengthen trust/compliance, or make lead/account handoff more measurable and operationally usable.

Preliminary solution
Use the approved compliance narrative and create a reviewable content block/checklist that explains limits, eligibility, risks, consent, and no-offer boundaries in plain language; route final wording through legal/compliance before publishing. This supports the broader solution: Create a trust center page that centralizes how Blocks Estate approaches methodology, partner ecosystem, disclosures, risks, fees, complaint escalation, responsible access, and eligibility without presenting unapproved offers or unsupported claims.

Expected deliverable
A signed-off implementation brief/specification with required fields, owners, workflow decisions, and review notes.

Implementation notes
- Work type: analysis/specification.
- Primary domain: Websites & Conversion for the Blocks Estate GTM campaign.
- Use reusable page sections/components wherever possible so future campaign pages can be launched faster.
- Maintain compliance-safe language, especially around tokenized real estate, eligibility, risks, no-offer boundaries, KYC/AML, fees, and investor/developer claims.
- Ensure each conversion path has clear CTA ownership, source tracking, form behavior, confirmation messaging, and downstream operational routing.
- Document assumptions, open questions, and stakeholder decisions directly in Jira before closing the item.

Dependencies / inputs
compliance principles, risk language, fee disclosure framework, partner descriptions, complaints/escalation process, responsible access policy, legal review input.

Measurement / success signals
trust-page visits, risk/fee section engagement, complaints-page clarity approval, legal review pass rate, support-question reduction.

Acceptance criteria
- The work output directly supports the parent Story and is attached, linked, or documented in Jira.
- Relevant stakeholders can review the output without needing additional explanation.
- Dependencies, assumptions, and open decisions are documented before the issue is moved to Done.
- Compliance-sensitive language is reviewed and does not imply an unapproved offer, guarantee, or unsupported claim.",10241,TGTM-97,Build trust and compliance page
Task,TGTM-783,17069,Draft partner ecosystem section,Website & Conversion,,,Medium,To Do,,01/Jul/26 8:39 AM,01/Jul/26 4:13 PM,,"Hierarchy / linkage
- Issue: TGTM-783 (Task) - Draft partner ecosystem section
- Parent: TGTM-97 - Build trust and compliance page (Resolved in this extract).
- Grandparent / Epic context: TGTM-9 - Build GTM website and landing page system
- Hierarchy path: TGTM-9: Build GTM website and landing page system > TGTM-97: Build trust and compliance page > TGTM-783: Draft partner ecosystem section

Original intent
Create content describing key partners, counterparties, and trust ecosystem participants, including their roles and relevance.

How we are doing this
Complete this task as a focused execution unit under the parent Story. Use the parent context to avoid isolated work: every output should improve the relevant page/flow, reduce conversion friction, strengthen trust/compliance, or make lead/account handoff more measurable and operationally usable.

Preliminary solution
Produce concise, audience-specific copy blocks aligned to the approved positioning, with clear headings, proof points, objections addressed, compliance-safe claims, and CTA-supporting language. This supports the broader solution: Create a trust center page that centralizes how Blocks Estate approaches methodology, partner ecosystem, disclosures, risks, fees, complaint escalation, responsible access, and eligibility without presenting unapproved offers or unsupported claims.

Expected deliverable
Approved copy/content blocks ready for CMS or front-end implementation.

Implementation notes
- Work type: content/copywriting.
- Primary domain: Websites & Conversion for the Blocks Estate GTM campaign.
- Use reusable page sections/components wherever possible so future campaign pages can be launched faster.
- Maintain compliance-safe language, especially around tokenized real estate, eligibility, risks, no-offer boundaries, KYC/AML, fees, and investor/developer claims.
- Ensure each conversion path has clear CTA ownership, source tracking, form behavior, confirmation messaging, and downstream operational routing.
- Document assumptions, open questions, and stakeholder decisions directly in Jira before closing the item.

Dependencies / inputs
compliance principles, risk language, fee disclosure framework, partner descriptions, complaints/escalation process, responsible access policy, legal review input.

Measurement / success signals
trust-page visits, risk/fee section engagement, complaints-page clarity approval, legal review pass rate, support-question reduction.

Acceptance criteria
- The work output directly supports the parent Story and is attached, linked, or documented in Jira.
- Relevant stakeholders can review the output without needing additional explanation.
- Dependencies, assumptions, and open decisions are documented before the issue is moved to Done.
- Copy is audience-specific, conversion-oriented, brand-aligned, and ready for implementation.",10241,TGTM-97,Build trust and compliance page
Task,TGTM-782,17067,Draft fees and commercial disclosures section,Website & Conversion,,,Medium,To Do,,01/Jul/26 8:39 AM,01/Jul/26 4:13 PM,,"Hierarchy / linkage
- Issue: TGTM-782 (Task) - Draft fees and commercial disclosures section
- Parent: TGTM-97 - Build trust and compliance page (Resolved in this extract).
- Grandparent / Epic context: TGTM-9 - Build GTM website and landing page system
- Hierarchy path: TGTM-9: Build GTM website and landing page system > TGTM-97: Build trust and compliance page > TGTM-782: Draft fees and commercial disclosures section

Original intent
Prepare clear copy covering fee structure, pricing assumptions, and any required commercial disclosures for the trust page.

How we are doing this
Complete this task as a focused execution unit under the parent Story. Use the parent context to avoid isolated work: every output should improve the relevant page/flow, reduce conversion friction, strengthen trust/compliance, or make lead/account handoff more measurable and operationally usable.

Preliminary solution
Use the approved compliance narrative and create a reviewable content block/checklist that explains limits, eligibility, risks, consent, and no-offer boundaries in plain language; route final wording through legal/compliance before publishing. This supports the broader solution: Create a trust center page that centralizes how Blocks Estate approaches methodology, partner ecosystem, disclosures, risks, fees, complaint escalation, responsible access, and eligibility without presenting unapproved offers or unsupported claims.

Expected deliverable
Approved copy/content blocks ready for CMS or front-end implementation.

Implementation notes
- Work type: content/copywriting.
- Primary domain: Websites & Conversion for the Blocks Estate GTM campaign.
- Use reusable page sections/components wherever possible so future campaign pages can be launched faster.
- Maintain compliance-safe language, especially around tokenized real estate, eligibility, risks, no-offer boundaries, KYC/AML, fees, and investor/developer claims.
- Ensure each conversion path has clear CTA ownership, source tracking, form behavior, confirmation messaging, and downstream operational routing.
- Document assumptions, open questions, and stakeholder decisions directly in Jira before closing the item.

Dependencies / inputs
compliance principles, risk language, fee disclosure framework, partner descriptions, complaints/escalation process, responsible access policy, legal review input.

Measurement / success signals
trust-page visits, risk/fee section engagement, complaints-page clarity approval, legal review pass rate, support-question reduction.

Acceptance criteria
- The work output directly supports the parent Story and is attached, linked, or documented in Jira.
- Relevant stakeholders can review the output without needing additional explanation.
- Dependencies, assumptions, and open decisions are documented before the issue is moved to Done.
- Compliance-sensitive language is reviewed and does not imply an unapproved offer, guarantee, or unsupported claim.
- Copy is audience-specific, conversion-oriented, brand-aligned, and ready for implementation.",10241,TGTM-97,Build trust and compliance page
Task,TGTM-781,17065,Review and QA the Dubai guide landing page,Website & Conversion,,,Medium,To Do,,01/Jul/26 8:39 AM,01/Jul/26 4:13 PM,,"Hierarchy / linkage
- Issue: TGTM-781 (Task) - Review and QA the Dubai guide landing page
- Parent: TGTM-96 - Build Dubai guide landing page (Resolved in this extract).
- Grandparent / Epic context: TGTM-9 - Build GTM website and landing page system
- Hierarchy path: TGTM-9: Build GTM website and landing page system > TGTM-96: Build Dubai guide landing page > TGTM-781: Review and QA the Dubai guide landing page

Original intent
Test the page content, form behavior, gating flow, mobile responsiveness, and submission handling before release.

How we are doing this
Complete this task as a focused execution unit under the parent Story. Use the parent context to avoid isolated work: every output should improve the relevant page/flow, reduce conversion friction, strengthen trust/compliance, or make lead/account handoff more measurable and operationally usable.

Preliminary solution
Run a structured QA and stakeholder review covering content accuracy, responsive behavior, form behavior, link integrity, compliance language, analytics firing, and conversion readiness before marking the item complete. This supports the broader solution: Launch a gated landing page for the Dubai Tokenized Real Estate Guide with clear value proposition, qualifying form fields, consent capture, CRM routing, confirmation messaging, and campaign tracking.

Expected deliverable
QA/review checklist with pass/fail evidence, fixes logged, and approval status.

Implementation notes
- Work type: QA/review.
- Primary domain: Websites & Conversion for the Blocks Estate GTM campaign.
- Use reusable page sections/components wherever possible so future campaign pages can be launched faster.
- Maintain compliance-safe language, especially around tokenized real estate, eligibility, risks, no-offer boundaries, KYC/AML, fees, and investor/developer claims.
- Ensure each conversion path has clear CTA ownership, source tracking, form behavior, confirmation messaging, and downstream operational routing.
- Document assumptions, open questions, and stakeholder decisions directly in Jira before closing the item.

Dependencies / inputs
guide PDF or content asset, page copy, form fields, CRM destination, consent language, campaign UTM rules, analytics events, thank-you message.

Measurement / success signals
guide conversion rate, form completion rate, lead quality score, download rate, source/UTM performance, follow-up engagement.

Acceptance criteria
- The work output directly supports the parent Story and is attached, linked, or documented in Jira.
- Relevant stakeholders can review the output without needing additional explanation.
- Dependencies, assumptions, and open decisions are documented before the issue is moved to Done.",10240,TGTM-96,Build Dubai guide landing page
Task,TGTM-780,17063,Add page metadata and tracking for the Dubai guide page,Website & Conversion,,,Medium,To Do,,01/Jul/26 8:39 AM,01/Jul/26 4:13 PM,,"Hierarchy / linkage
- Issue: TGTM-780 (Task) - Add page metadata and tracking for the Dubai guide page
- Parent: TGTM-96 - Build Dubai guide landing page (Resolved in this extract).
- Grandparent / Epic context: TGTM-9 - Build GTM website and landing page system
- Hierarchy path: TGTM-9: Build GTM website and landing page system > TGTM-96: Build Dubai guide landing page > TGTM-780: Add page metadata and tracking for the Dubai guide page

Original intent
Configure title tags, meta description, analytics events, and conversion tracking for the landing page and form submission.

How we are doing this
Complete this task as a focused execution unit under the parent Story. Use the parent context to avoid isolated work: every output should improve the relevant page/flow, reduce conversion friction, strengthen trust/compliance, or make lead/account handoff more measurable and operationally usable.

Preliminary solution
Define page-level events, conversion goals, source/UTM capture, and metadata requirements; implement tracking for CTA clicks, form starts, form submissions, document interactions, scroll depth, and handoff outcomes. This supports the broader solution: Launch a gated landing page for the Dubai Tokenized Real Estate Guide with clear value proposition, qualifying form fields, consent capture, CRM routing, confirmation messaging, and campaign tracking.

Expected deliverable
Configured metadata and analytics event plan with validation evidence.

Implementation notes
- Work type: implementation/configuration.
- Primary domain: Websites & Conversion for the Blocks Estate GTM campaign.
- Use reusable page sections/components wherever possible so future campaign pages can be launched faster.
- Maintain compliance-safe language, especially around tokenized real estate, eligibility, risks, no-offer boundaries, KYC/AML, fees, and investor/developer claims.
- Ensure each conversion path has clear CTA ownership, source tracking, form behavior, confirmation messaging, and downstream operational routing.
- Document assumptions, open questions, and stakeholder decisions directly in Jira before closing the item.

Dependencies / inputs
guide PDF or content asset, page copy, form fields, CRM destination, consent language, campaign UTM rules, analytics events, thank-you message.

Measurement / success signals
guide conversion rate, form completion rate, lead quality score, download rate, source/UTM performance, follow-up engagement.

Acceptance criteria
- The work output directly supports the parent Story and is attached, linked, or documented in Jira.
- Relevant stakeholders can review the output without needing additional explanation.
- Dependencies, assumptions, and open decisions are documented before the issue is moved to Done.
- Analytics events and metadata are named consistently, tested, and mapped to the relevant conversion KPI.",10240,TGTM-96,Build Dubai guide landing page
Task,TGTM-779,17061,Set up gated access and post-submission confirmation flow,Website & Conversion,,,Medium,To Do,,01/Jul/26 8:39 AM,01/Jul/26 4:13 PM,,"Hierarchy / linkage
- Issue: TGTM-779 (Task) - Set up gated access and post-submission confirmation flow
- Parent: TGTM-96 - Build Dubai guide landing page (Resolved in this extract).
- Grandparent / Epic context: TGTM-9 - Build GTM website and landing page system
- Hierarchy path: TGTM-9: Build GTM website and landing page system > TGTM-96: Build Dubai guide landing page > TGTM-779: Set up gated access and post-submission confirmation flow

Original intent
Configure the thank-you state or confirmation page after submission, including the guide delivery message or next-step instructions.

How we are doing this
Complete this task as a focused execution unit under the parent Story. Use the parent context to avoid isolated work: every output should improve the relevant page/flow, reduce conversion friction, strengthen trust/compliance, or make lead/account handoff more measurable and operationally usable.

Preliminary solution
Create a conversion path with clear CTA hierarchy, minimum necessary form fields, consent capture, validation, confirmation messaging, and CRM routing so every submission becomes an actionable lead record. This supports the broader solution: Launch a gated landing page for the Dubai Tokenized Real Estate Guide with clear value proposition, qualifying form fields, consent capture, CRM routing, confirmation messaging, and campaign tracking.

Expected deliverable
Working conversion path with validated form, CTA, confirmation, consent, and lead-routing behavior.

Implementation notes
- Work type: implementation/configuration.
- Primary domain: Websites & Conversion for the Blocks Estate GTM campaign.
- Use reusable page sections/components wherever possible so future campaign pages can be launched faster.
- Maintain compliance-safe language, especially around tokenized real estate, eligibility, risks, no-offer boundaries, KYC/AML, fees, and investor/developer claims.
- Ensure each conversion path has clear CTA ownership, source tracking, form behavior, confirmation messaging, and downstream operational routing.
- Document assumptions, open questions, and stakeholder decisions directly in Jira before closing the item.

Dependencies / inputs
guide PDF or content asset, page copy, form fields, CRM destination, consent language, campaign UTM rules, analytics events, thank-you message.

Measurement / success signals
guide conversion rate, form completion rate, lead quality score, download rate, source/UTM performance, follow-up engagement.

Acceptance criteria
- The work output directly supports the parent Story and is attached, linked, or documented in Jira.
- Relevant stakeholders can review the output without needing additional explanation.
- Dependencies, assumptions, and open decisions are documented before the issue is moved to Done.
- Form/CTA behavior is tested end-to-end, including validation, consent, confirmation, and CRM or workflow handoff.",10240,TGTM-96,Build Dubai guide landing page
